,Player,My C Won,Hands,VPIP,BB/100,Total AF,Total AFq
24505,RoadBiker650,0.53,600,19.87,4.42,3.07,48.94
24557,Robin019,-0.87,1196,18.89,-3.64,1.94,28.22
24563,robinmccready,1.74,526,15.74,16.54,7.4,62.18
24574,ROBOT PS,5.33,1171,12.31,22.76,2.83,36.56
24724,RomaHTC_AA,4.93,1327,19.89,18.58,1.71,39.14
24732,Roman.Leo75,-11.15,2602,14.3,-21.43,1.31,37.84
24742,romankh888,-0.01,2616,15.88,-0.02,3.26,53.97
24789,romul34,5.29,1777,17.86,14.88,2.64,45.54
24797,RonanBV,6.36,886,13.96,35.89,2.04,44.23
24893,Royal Anders,6.06,1474,16.23,20.56,1.73,41.64
24947,rstoyberg,3.77,2541,19.39,7.42,2.06,45.05
24981,Rudolfovics,-3.18,726,11.36,-21.9,4.58,45.83
24998,Rumb1eFish,24.37,7058,19.25,17.26,1.74,42.81
25001,RUMJO,16.5,5641,13.99,14.63,3.18,50.05
25017,Runway26,-0.8,3272,13.86,-1.22,1.22,32.38
25024,RuS PoKeR69,-2.05,1550,17.59,-6.61,2.09,39.39
25030,ruscalp,72.02,17814,18.2,20.21,3.46,50.8
25059,Russian523,-0.72,1210,12.14,-2.98,1.52,28.95
25216,SAar8888,1.43,1157,16.15,6.18,1.66,30.67
25264,Saeed0021,4.58,1685,16.28,13.59,0.84,29.18
25287,saiba900,1.21,575,10.12,10.52,1.8,43.9
25305,saiyko,11.33,582,19.86,97.34,3.72,58.13
25394,SamOdin75,4.3,1171,15.74,18.36,2.12,42.38
25395,SamoF1,-0.55,812,16.71,-3.39,1.82,38.76
25412,samuel144,-0.64,7323,14.83,-0.44,0.87,23.19
25438,Sandar_VL,16.39,1691,13.73,48.46,2.85,41.46
25472,Sanguisorbka,-0.66,1174,17.01,-2.81,4.47,61.22
25489,sansisbai,-18.18,24196,11.6,-3.76,4.94,49.0
25490,sansoura,4.07,2511,18.17,8.1,2.09,49.85
25505,SantiGODz,9.01,1431,16.89,31.48,1.88,36.63
25516,sanuk1no,-2.31,3734,14.9,-3.09,1.42,35.29
25519,SanyaMiHiN,6.22,1669,19.36,18.63,2.62,54.4
25535,sapziro666,16.72,17638,18.72,4.74,1.85,42.54
25550,sardukar191,0.17,2977,9.08,0.29,1.35,31.39
25582,SashkoU,29.87,12274,15.73,12.17,3.73,45.32
25626,SawaBeton,10.01,6171,11.62,8.11,2.58,39.36
25629,saxon666,-0.28,724,11.96,-1.93,4.47,54.68
25650,sc2005,13.77,2309,16.57,29.82,1.94,43.55
25687,Schleydeb,2.87,3331,13.79,4.31,1.52,35.82
25689,Schlumo18,4.41,1038,13.65,21.24,2.76,43.96
25725,Sclavor,7.0,1740,19.53,20.11,1.3,35.71
25761,scros975,3.39,1625,17.21,10.43,2.25,49.34
25793,seakam,-17.69,13245,16.0,-6.68,2.09,43.63
25908,Sensei_Wai,-1.23,827,9.33,-7.44,4.4,42.72
25916,SeoHyeon,0.62,676,14.31,4.59,4.25,52.31
25965,serg197211,6.01,4784,11.53,6.28,1.56,35.24
25975,sergbgs,36.69,11321,19.4,16.2,1.7,34.85
25983,sergei123158,-3.56,6708,6.24,-2.65,2.08,27.69
25988,SergeiAAKK,-9.06,4202,19.92,-10.78,2.27,41.06
26023,sergeyl01,7.23,2018,14.31,17.91,3.46,39.78
26060,Sergozi1972,11.55,7200,15.8,8.02,1.24,35.73
26117,seventh08,-6.86,1644,18.6,-20.86,1.71,35.34
26138,seyeredyer,-7.65,1903,19.53,-20.1,1.88,37.53
26152,sgedodo,21.5,4530,19.31,23.73,3.45,52.26
26201,shane40501,-9.44,1972,16.74,-23.94,1.03,27.8
26219,Sharan628,-1.98,1537,10.75,-6.44,1.05,27.27
26260,shedrin79,0.39,512,16.5,3.81,1.54,36.63
26270,Shelder87,17.04,4010,18.77,21.25,1.82,42.94
26271,Sheldon1975,1.61,6589,9.18,1.22,2.3,44.93
26330,Shkerik,-3.51,815,17.43,-21.53,1.29,40.67
26331,shkolota1990,7.84,6788,19.47,5.77,1.96,40.09
26334,Shlewin,14.71,1028,18.49,71.55,2.73,44.49
26395,shurik-ass,40.39,7818,13.15,25.83,2.1,36.73
26451,Siegeable,5.8,1303,12.47,22.26,4.81,46.76
26472,Silen4ik88,5.05,4553,19.52,5.55,1.03,28.84
26584,sircat27,10.89,1263,18.59,43.11,1.35,35.02
26595,siriusastro,-1.04,2113,15.84,-2.46,2.97,41.08
26623,Sixth1sense,-2.39,721,18.51,-16.57,2.87,48.04
26635,SK_SNP,-0.15,778,17.98,-0.96,1.49,35.03
26646,skathai68,10.97,7816,14.89,7.02,1.19,27.13
26660,skgolem,30.47,21114,17.34,7.22,3.09,31.15
26667,Skif_Z,-13.43,3759,16.09,-17.86,1.94,41.07
26683,skitnica,-2.69,948,10.54,-14.19,3.18,40.6
26724,skytype003,-5.79,1208,8.95,-23.97,5.84,59.36
26732,Slainie,37.43,4465,14.53,41.91,1.53,34.06
26748,Slaventzzz,0.82,1781,10.63,2.3,5.38,56.91
26749,SlavikPuha,138.8,44881,19.15,15.46,2.56,45.42
26760,SLd.50,4.03,1936,19.28,10.41,1.33,29.19
26796,slonotop77,7.59,1050,18.68,36.14,4.95,48.66
26857,Smith1606,-2.93,1535,15.38,-9.54,1.04,29.93
26897,smurphy123,83.74,12006,17.66,34.87,2.36,45.64
26898,SMUTJAN72,10.69,5223,18.64,10.23,1.67,35.92
26914,Snash1777,-4.49,1289,10.3,-17.42,2.24,39.36
26915,snaus,5.78,2954,16.15,9.78,1.24,27.83
26956,Snowman373,39.17,10014,10.6,19.56,3.49,50.8
26959,Snowzera5,-1.75,600,12.71,-14.58,1.2,33.07
27012,SokoloVadim,-2.07,620,11.47,-16.69,0.88,25.84
27028,Soliw71,5.45,3948,17.35,6.9,0.94,26.52
27035,solopaka,9.35,2099,16.9,22.27,3.2,46.82
27082,Sonyland,2.46,11965,8.58,1.03,2.08,36.13
27094,SorokkoPavel,31.55,7331,15.02,21.52,1.59,37.96
27096,sorted1963,-4.85,1643,17.59,-14.76,0.95,24.65
27164,Sparky1337s,10.59,10309,16.93,5.14,2.38,41.36
27180,Spawn.n9,16.26,2463,15.07,33.01,2.94,44.93
27282,SpringsPike,-0.11,556,12.32,-0.99,0.92,24.18
27341,SS1000,5.46,503,16.6,54.27,3.4,49.04
27346,SSARIM97,13.87,8623,18.85,8.04,1.27,35.47
27347,ssedeei,-14.1,2609,13.33,-27.02,2.24,45.65
27360,sspectator2,17.85,3223,11.63,27.69,1.03,29.96
27451,Starsky0424,0.22,667,16.19,1.65,1.31,37.85
27504,STEEN1955,5.03,1978,14.27,12.71,2.23,43.99
27638,STM32,5.86,3932,19.87,7.45,1.2,34.91
27674,Stoudemir3,5.23,717,17.53,36.47,1.73,43.14
27690,Stranger1933,16.58,12615,17.49,6.57,1.84,41.36
27707,Strdn,-10.35,4678,11.29,-11.06,6.02,54.35
27715,strelenki,-5.78,4486,16.64,-6.44,1.69,38.75
27719,stres88,-1.53,520,12.88,-14.71,1.32,30.86
27792,Suehiro90,-3.47,971,16.36,-17.87,2.77,47.7
27808,sulfieldric,-1.46,583,14.19,-12.52,1.06,29.66
27831,Sunpower333,-13.03,5693,13.55,-11.44,3.34,44.55
27858,superjod218,51.53,13518,14.73,19.06,2.77,41.88
27883,Supy95,1.67,662,18.36,12.61,4.08,53.97
27884,surbarun,16.68,3405,14.05,24.49,3.64,50.89
27909,suzy A16,-2.77,1585,16.87,-8.74,1.72,44.02
27933,Svetlyak,3.91,2469,16.65,7.92,1.99,41.18
27945,SvobodaPoker,4.69,1701,19.99,13.79,1.36,35.8
27966,sweete_lw,-5.87,1912,16.89,-15.35,4.36,58.85
27985,Swugy,11.82,4397,15.3,13.44,1.57,41.93
28023,Sysrq03,44.81,9958,17.97,22.5,1.52,35.49
28029,Szaposz,-4.69,976,19.4,-24.03,1.39,35.27
28046,SzNorbert12,42.12,25581,13.24,8.23,2.87,50.05
28081,t0m1sh,31.62,7106,18.94,22.25,1.56,46.87
28101,tabi.ru,-3.64,2910,19.54,-6.25,1.22,37.75
28210,TanjeffRz,19.46,4542,15.86,21.42,3.22,42.0
28263,tatar_eget,4.8,1807,14.06,13.28,2.78,49.12
28276,tati_tao1992,6.51,1047,14.82,31.09,2.07,43.23
28307,TaxedToDeath,0.58,1412,19.67,2.05,0.59,17.86
28322,TA|Anatolich,8.85,2583,18.96,17.13,3.62,48.67
28348,Tdrank777,6.59,5035,12.2,6.54,2.14,41.8
28372,Teddy Judge,22.3,4547,16.37,24.52,1.74,37.77
28393,Teichlosen,-2.21,1897,18.57,-5.82,2.3,47.53
28397,teknixx,1.88,784,14.45,11.99,2.91,50.0
28417,Temason,1.21,1591,10.75,3.8,2.98,54.98
28437,Tenorio422,0.3,14029,17.31,0.11,1.37,32.93
28498,Teslainis,0.51,642,19.69,3.97,1.38,45.34
28562,The Canuk,-0.73,1301,18.44,-2.81,2.05,44.25
28709,TheoTate,17.93,3832,12.47,23.4,1.91,33.51
28745,TheSilverMen,2.44,553,15.85,22.06,3.69,48.98
28767,theworldsens,2.76,650,17.62,21.23,2.15,46.67
28785,Thiago_Bravo,-2.65,531,17.58,-24.95,1.07,25.64
28855,ThWildViking,-2.77,4272,11.78,-3.24,2.26,36.84
28870,Tiagoo$ZF,22.37,3837,15.64,29.15,2.18,40.39
28891,ticker45,-0.05,904,14.88,-0.28,3.61,51.55
28899,Tiewire,27.49,1970,18.46,69.77,2.4,45.15
28913,tiggertess,-1.14,862,19.7,-6.61,1.74,44.35
29001,timurilla7,6.28,1611,16.04,19.49,2.91,45.15
29012,Tinca07,7.31,2611,12.56,14.0,1.55,33.1
29014,Tinckiwincki,-5.0,2280,19.85,-10.96,1.17,35.93
29049,Titleist_2021,-7.58,765,17.43,-49.54,3.48,49.38
29050,TitleistGLFR,1.83,747,18.39,12.25,1.23,31.22
29062,Tjodvaldr,-0.66,519,13.01,-6.36,1.84,42.99
29067,tjtorch9,1.33,1795,12.91,3.7,4.35,43.69
29082,tm-online,1.1,6646,9.44,0.83,1.1,30.04
29094,TO_0 ACE,2.67,879,17.89,15.19,1.8,42.65
29117,Tobiz89,64.61,10389,13.58,31.1,4.66,47.49
29142,Tokkenpaul62,-2.42,939,19.16,-12.89,1.61,27.88
29177,tom_abreu,-2.6,2145,14.56,-6.06,2.73,50.53
29185,tomashovka55,62.61,13500,16.43,23.19,1.73,39.27
29218,tommyjack04,-3.64,583,11.72,-31.22,1.75,44.95
29232,Tomppa9494,3.85,848,10.05,22.7,2.37,45.24
29272,Tony Morra,-2.9,2300,14.32,-6.3,2.86,47.06
29330,Torata625,-1.71,2023,12.07,-4.23,1.8,45.07
29337,TornadeoJim,24.52,10343,17.16,11.85,1.37,33.56
29343,Torres1042,6.27,4212,15.15,7.44,2.64,42.74
29350,tosheko,-7.59,3128,11.25,-12.13,6.65,51.68
29372,toughest_210,2.94,1022,14.78,14.38,1.6,36.87
29435,Traveler8GB,8.09,2298,15.31,17.6,1.44,32.69
29437,Travelstore,-10.07,7225,16.64,-6.97,2.48,44.33
29512,troyano422,5.16,1554,19.63,16.86,2.75,41.34
29525,trueJamaican,-1.54,8634,14.16,-0.89,3.28,45.63
29545,TrzymamKolo,34.51,9228,16.36,18.69,1.48,33.22
29580,TTPP92,-0.17,10138,14.0,-0.08,1.51,36.24
29589,tuba59,-13.55,2043,18.6,-33.16,3.13,56.97
29598,tucimira,8.15,3728,14.99,10.93,1.85,36.79
29602,Tuco_atc,14.66,7718,12.07,9.5,1.88,35.38
29671,tutjak,64.78,15936,15.42,20.33,2.05,36.99
29690,tweetyteewt,66.43,14911,15.56,22.28,1.82,32.42
29730,tylerdurden21x,22.47,10603,15.61,10.6,1.77,30.73
29741,Tyniajad,5.62,1410,16.37,19.93,1.84,40.12
29742,Tyor_amid,-1.55,770,12.65,-10.06,1.11,26.32
29745,Typyha,6.79,2135,14.02,15.9,1.83,34.66
29759,tzairo,-8.27,1499,19.08,-27.59,2.69,46.33
29781,Ubilibet,-3.56,876,14.61,-20.32,3.5,50.56
29851,umka186,104.76,49367,13.0,10.61,1.82,39.44
29976,v14che,-5.61,3163,13.84,-8.87,1.46,38.79
29992,vAAmpir,5.8,789,13.25,36.76,2.14,43.48
30007,vadim14725,-18.49,3017,14.86,-30.64,1.38,35.95
30017,VadimS83,-3.17,2145,17.46,-7.39,2.68,54.64
30034,VagnerAndry,8.02,5007,14.18,8.01,1.01,29.24
30052,valdecism,-13.84,5155,16.53,-13.42,2.53,49.86
30061,valenoksudby,8.75,3851,8.4,11.36,3.22,48.23
30068,VALERA272,-2.03,1233,18.95,-8.23,0.81,30.05
30084,ValerkaO_o,35.51,16883,16.03,10.52,2.47,38.9
30095,Valkyrja955,-1.79,730,10.91,-12.26,1.0,36.88
30142,vanes97,25.64,3975,17.35,32.25,2.34,47.34
30165,VapeJoy,-15.73,876,19.52,-89.78,3.65,57.2
30191,VascoSerg,13.88,1295,15.71,53.59,2.36,39.29
30225,VasSanaSal,6.41,791,17.24,40.52,2.39,48.4
30241,vavilon812,2.85,525,17.4,27.14,1.21,40.16
30269,vegitahere,-2.19,13628,8.37,-0.8,1.69,39.19
30286,velinkos,-2.58,655,15.61,-19.69,1.03,36.67
30345,veselin315,5.46,811,18.46,33.66,3.6,48.0
30349,Vesparax,-7.37,2304,14.32,-15.99,1.67,38.04
30505,VilpPS,1.38,5553,14.69,1.24,1.4,34.62
30511,Vincake,-2.05,3888,12.28,-2.64,3.07,46.28
30522,Vini_doid,10.1,6529,16.12,7.73,1.33,35.63
30547,VIOLIST BR,3.84,2934,17.16,6.54,2.22,39.47
30653,Vjuk87,-13.12,1017,14.88,-64.5,1.25,37.84
30659,vkorgik,11.62,1462,11.66,39.74,3.23,49.26
30664,Vlad Dinescu,7.41,6356,19.62,5.83,1.97,46.84
30673,vlad2121396,-0.52,1141,18.31,-2.28,2.46,31.94
30704,vladimir5421,68.79,24386,18.95,14.1,1.46,35.58
30716,VladislavaV,3.47,5211,11.7,3.33,1.9,39.53
30754,VMDT.,-4.4,2673,19.23,-8.23,1.31,35.86
30768,Vo33cH,6.89,1212,19.06,28.42,1.69,41.1
30774,VoDoRod773,-1.86,795,16.31,-11.7,4.82,50.93
30806,VoneRT,-4.48,701,13.34,-31.95,2.88,42.24
30825,vortso,10.69,6470,9.01,8.26,4.78,57.11
30840,vova osa,13.21,5863,13.24,11.27,1.89,43.07
30870,VpipPFR,23.77,2858,17.84,41.59,3.19,52.63
30880,vReaprr__,-7.7,998,14.46,-38.58,1.38,35.29
30893,vsemogushchij,31.42,12904,17.97,12.17,2.22,45.94
30898,vSpongeBoBv,19.12,2713,16.13,35.24,1.61,32.39
30906,vtornik777,25.09,5963,16.94,21.04,1.99,40.37
30921,vvese,-0.6,2793,14.42,-1.07,2.21,47.21
30932,vyva1978,-7.87,13066,13.64,-3.01,1.31,22.1
30959,wadsy27,26.62,7976,18.02,16.69,2.45,48.4
30986,Walkel,21.56,10404,18.64,10.36,0.9,34.0
30991,wally1954,0.0,2425,12.7,0.0,2.2,35.19
31051,Washington963,-11.04,5069,12.61,-10.89,2.83,46.58
31073,Wavecutter3,0.11,510,8.68,1.08,4.6,46.94
31087,wazza0992,11.06,1599,17.68,34.58,2.3,39.51
31139,WeNaSo_07,5.85,2329,14.0,12.56,1.92,30.67
31173,westhamas,1.82,615,17.94,14.8,1.03,25.17
31194,whambrown,50.52,14532,15.02,17.38,1.78,44.48
31233,whywouldjesus,-16.62,842,18.08,-98.87,4.0,52.17
31275,willamefiguered,0.87,4935,8.14,0.88,2.65,40.04
31278,willdadood,16.02,3094,12.41,25.89,4.38,57.04
31285,WilliamJBF,-10.6,3992,17.4,-13.28,1.18,25.9
31313,Windmühle,2.97,1649,11.75,9.01,3.05,45.25
31336,wiromax,-6.17,1454,18.62,-21.22,3.36,48.4
31374,wodkasdzusom,-4.74,1578,16.21,-15.02,1.47,35.1
31402,Wolle4461,2.17,4218,19.88,2.57,1.14,36.54
31427,woosie x,-0.12,1110,19.17,-0.54,1.33,37.46
31440,wovos,38.95,3034,14.05,63.83,1.74,36.59
31517,Xabitpoker,33.37,12397,14.01,13.46,4.01,52.59
31582,xeneize&ricota,7.68,1323,14.58,29.02,1.25,35.39
31636,xmgxxmgx,15.2,9732,18.51,7.81,2.04,46.94
31650,Xochy83,-0.49,1948,17.4,-1.26,0.84,29.49
31673,Xren_c_bura,-10.03,611,16.56,-82.08,2.31,48.78
31678,xristosgns,-1.91,1161,17.29,-8.23,1.12,31.7
31711,xx krAAnk xx,2.51,936,10.59,13.41,1.0,25.93
31740,xxxAzarDxxx,-0.47,519,17.73,-4.53,3.53,46.88
31749,xxxxKCxxxx,4.44,5831,10.48,3.81,2.7,34.6
31752,xxxxxxxx_br,9.67,5113,17.28,9.46,2.16,35.3
31784,Yago A Pires,3.21,1125,19.14,14.27,3.27,60.0
31840,yashigure,11.5,583,18.9,98.63,6.85,64.49
31900,ykpon980,12.59,7942,13.92,7.93,2.4,40.29
31902,yKrOn,9.3,1890,18.22,24.6,1.56,41.43
31904,Ykycu_Moe,11.02,10287,12.19,5.36,1.47,35.95
31913,ynker70,-4.02,1536,15.88,-13.09,1.86,45.98
31916,Yobajur,3.15,959,16.89,16.42,2.61,53.24
31946,you0707,-0.74,1200,17.27,-3.08,1.18,24.69
31987,yu74n,15.25,7158,14.09,10.65,1.94,39.42
32011,yur4ik777,-40.35,17366,16.96,-11.62,2.6,47.71
32013,yura5,25.73,8218,14.96,15.65,2.34,45.09
32028,yurinho21,-1.07,1732,15.43,-3.09,3.69,53.78
32031,yurish67,9.48,609,15.51,77.83,2.58,54.92
32048,ywd999,13.04,1724,16.64,37.82,1.38,32.53
32058,Z4dyIII,-13.77,1691,11.76,-40.72,5.0,62.69
32085,zahar.7703,3.53,1974,19.92,8.94,1.3,41.35
32128,zapper58,-0.79,3964,14.13,-1.0,1.16,26.12
32137,ZarodinuDima,-4.05,520,14.2,-38.94,1.33,39.51
32139,zaryafan,15.72,1995,19.97,39.4,2.35,49.47
32149,zayac64,12.23,3699,14.07,16.53,1.57,36.0
32172,Zeberdeenn,-3.98,1769,16.77,-11.25,2.8,55.53
32189,ZeitzeugeNr1,-3.14,2471,19.84,-6.35,1.66,31.94
32264,zhgerman,-2.91,2595,14.06,-5.61,1.59,37.1
32267,Zhitomir111,23.92,4801,19.6,24.91,1.48,36.45
32270,Zhorik1990,3.21,822,18.41,19.53,4.78,44.1
32279,ziemegh,5.22,3613,17.88,7.22,1.55,35.68
32326,zjanicek,32.13,4633,17.14,34.68,1.46,37.86
32332,ZL2M973FQ,-4.75,4770,8.77,-4.98,2.88,40.66
32342,zloycooper,38.22,30624,19.83,6.24,2.48,50.9
32346,Zm4best,-10.14,1746,17.27,-29.04,2.15,43.8
32347,Zmaxxxim333,0.32,1628,12.66,0.98,1.76,28.71
32351,Zmey-KKAAA,25.55,9285,17.0,13.76,1.99,40.5
32355,Zmottan,-8.22,844,9.64,-48.7,2.25,33.33
32359,zniiper,4.17,941,18.36,22.16,2.65,50.44
32378,Zog Buster,133.99,27956,11.34,23.96,1.14,31.66
32386,zolf_ch,0.98,893,16.82,5.49,1.19,36.05
32410,Zorcha,-4.42,614,14.75,-35.99,1.22,25.98
32445,Zuban442,8.11,22568,11.57,1.8,1.37,33.62
32456,ZupJup,0.66,716,18.99,4.61,2.37,45.86
32473,Zveruga777,-6.71,622,16.1,-53.94,1.7,36.51
32482,Zwebeiner88,-5.32,710,18.58,-37.46,2.85,45.12
