,Player,My C Won,Hands,VPIP,BB/100,Total AF,Total AFq
9110,EnormPengar,-1.78,46,32.61,-193.48,0.7,25.93
9111,enoryD,-7.23,356,23.51,-101.54,4.27,69.63
9112,enot 2801,-0.91,20,45.0,-227.5,0.25,7.14
9113,enot croshka,0.17,53,52.83,16.04,0.69,22.5
9114,enplo650,-2.0,2,50.0,-5000.0,0.0,0.0
9115,Enrico131178,-1.39,2,50.0,-3475.0,,100.0
9116,enrico736,-0.82,13,100.0,-315.38,0.67,33.33
9117,Enricoloo,3.41,106,69.52,160.85,1.64,41.84
9118,Enrikone12,-3.9,8,87.5,-2437.5,2.0,54.55
9119,Enrique20k,-0.25,60,28.33,-20.83,1.44,40.63
9120,enrique32men,-2.83,59,86.44,-239.83,0.9,35.29
9121,ensays,-0.12,3,33.33,-200.0,0.0,0.0
9122,Ensilenci000,0.17,202,31.84,4.21,4.44,51.28
9123,EntaroTass,-1.85,22,59.09,-420.45,,57.14
9124,EnTe675,-0.67,7,85.71,-478.57,1.0,33.33
9125,Enyix,1.01,7,50.0,721.43,5.0,71.43
9126,enzo.iglesia,16.47,1896,19.11,43.43,1.42,35.26
9127,enzo_400147,-0.8,8,71.43,-500.0,0.33,20.0
9128,EnzoAurora20,-1.64,2,50.0,-4100.0,0.0,0.0
9129,EnzoBernardi,-1.39,82,35.37,-84.76,1.25,39.47
9130,EnzoFall,2.93,72,45.83,203.47,2.86,48.78
9131,EnzofSpades,-4.2,301,28.67,-69.77,2.64,57.89
9132,EnzoRezende,0.56,18,55.56,155.56,8.0,66.67
9133,Enzovdk13,-5.59,9,88.89,-2733.33,0.36,22.22
9134,eowell,10.36,531,21.25,97.55,1.66,45.83
9135,EP121278,-2.79,126,49.21,-110.71,0.62,24.0
9136,EpiAaka,3.08,46,15.22,334.78,1.67,41.67
9137,EPICGAPE,-4.39,120,83.19,-182.92,2.57,57.32
9138,Epileptek,-0.77,57,36.84,-67.54,3.5,63.64
9139,Epothon,-6.32,452,18.71,-69.91,2.44,38.6
9140,eppicrates647,-1.46,19,57.89,-384.21,0.36,22.22
9141,eprst23,-3.31,124,58.87,-133.47,1.26,38.74
9142,eprstpzdc,-0.51,58,27.59,-43.97,2.14,51.72
9143,EPT0601,-0.02,2,0.0,-50.0,0.0,0.0
9144,epulgar257,1.83,93,13.98,98.39,4.0,44.44
9145,epurasbig,-1.01,71,57.75,-71.13,0.59,25.37
9146,Er Nie977,0.42,110,33.64,19.09,2.71,43.18
9147,ErasmusGuy,-0.8,21,80.95,-190.48,1.25,50.0
9148,ERB600,-27.76,5201,27.89,-26.69,0.53,21.61
9149,ercowi,0.2,85,10.84,11.76,1.5,27.27
9150,ercruis,-3.85,15,80.0,-1283.33,1.0,25.0
9151,Erdenishka,-3.52,193,32.64,-91.19,1.91,44.0
9152,Erdi98,-0.5,21,66.67,-119.05,1.7,60.71
9153,Erdo35,-2.46,99,55.1,-124.24,2.16,42.71
9154,erema80,-1.87,258,44.14,-36.24,1.54,42.05
9155,eremenko_maks88,-5.14,229,78.51,-112.23,2.96,54.29
9156,EremenkoA,4.93,1201,17.36,20.52,2.83,52.5
9157,eremishka96,-1.29,6,33.33,-1075.0,1.5,60.0
9158,eretik198519,20.33,6495,16.74,15.65,1.64,34.23
9159,ERG_1708,-3.83,157,29.49,-121.97,3.44,56.36
9160,ergar672,-0.03,8,0.0,-18.75,0.0,0.0
9161,Ergian96,4.1,22,72.73,931.82,1.7,58.62
9162,Eric Brum17,-1.66,23,65.22,-360.87,0.67,22.22
9163,Eric Colt,-2.03,41,34.15,-247.56,7.0,53.85
9164,eric lima162,-0.18,7,42.86,-128.57,,50.0
9165,ericallB00N,-0.87,20,40.0,-217.5,1.0,35.71
9166,EricC313,2.68,92,31.87,145.65,1.73,48.72
9167,ericcantona007,-1.56,184,55.74,-42.39,2.87,49.62
9168,Ericestrela,0.74,4,25.0,925.0,0.0,0.0
9169,ErichGruja,-1.15,85,52.94,-67.65,1.74,51.95
9170,ErichH2011,0.37,44,63.64,42.05,1.29,41.86
9171,Erick021198,-0.78,5,60.0,-780.0,2.5,71.43
9172,Erick_V_Rosales,-1.04,122,47.11,-42.62,2.0,48.72
9173,ErickBravo19,-0.02,7,28.57,-14.29,,50.0
9174,ErickGameplay,2.11,194,48.7,54.38,1.59,46.96
9175,erickife,-1.84,110,34.55,-83.64,1.47,40.0
9176,ErickMontana28,-0.11,30,80.0,-18.33,2.5,34.48
9177,ericleatherman,-0.07,11,18.18,-31.82,,100.0
9178,ericpoker90,-0.44,93,65.93,-23.66,5.57,73.58
9179,ericsondiego,-1.7,221,27.15,-38.46,2.42,52.87
9180,Erik30396,-1.99,30,60.0,-331.67,3.0,50.0
9181,erika.zerika,0.03,30,17.24,5.0,2.0,44.44
9182,erikalves92,-0.03,43,25.58,-3.49,2.67,47.06
9183,ERIKBOY800,-1.5,55,50.94,-136.36,1.53,54.76
9184,Erikmeister,-2.66,46,34.78,-289.13,4.0,53.33
9185,ErikSkare,6.46,686,17.37,47.08,3.14,51.11
9186,erisgoddess,-1.23,4,100.0,-1537.5,0.33,20.0
9187,erisvaldo1,-0.03,1,0.0,-150.0,0.0,0.0
9188,erja3738,1.63,26,53.85,313.46,1.67,51.72
9189,erjan001,-0.84,5,80.0,-840.0,,100.0
9190,Erk1531,-0.04,12,16.67,-16.67,0.0,0.0
9191,Erkew1614,-1.07,66,52.31,-81.06,3.67,52.38
9192,ErkkiOne,-1.6,64,35.94,-125.0,4.75,55.88
9193,Erlend-pj1,0.22,36,83.33,30.56,1.5,35.29
9194,erlis82,1.26,3873,31.95,1.63,2.11,45.27
9195,ermak-66.2,-0.8,8,75.0,-500.0,2.0,33.33
9196,Ermola007,-1.24,21,66.67,-295.24,2.5,52.63
9197,ERMYSON,-5.33,1398,39.02,-19.06,1.94,44.93
9198,Ernani1730,6.49,144,69.44,225.35,1.45,42.66
9199,ernar_1357,-1.93,36,77.14,-268.06,2.0,53.66
9200,ernesto06788,0.19,42,64.29,22.62,0.5,17.24
9201,ernestocuba,-1.85,8,37.5,-1156.25,0.25,14.29
9202,ErnestZeus,-1.14,4,25.0,-1425.0,0.0,0.0
9203,Ernetzi,-3.96,4,100.0,-4950.0,0.2,16.67
9204,ernez10,2.54,35,28.57,362.86,,30.0
9205,ernie7seven,-2.0,58,22.41,-172.41,0.88,29.17
9206,ernie_bar12,-2.34,71,28.17,-164.79,1.45,48.48
9207,erniee15,-2.0,3,33.33,-3333.33,1.5,60.0
9208,ernste-ente,-4.81,96,37.5,-250.52,1.62,47.27
9209,ernstf3511,-0.17,33,30.3,-25.76,,14.29
9210,ero2xjot,-1.02,25,36.0,-204.0,7.0,53.85
9211,ero8623,-0.1,40,23.08,-12.5,0.33,11.11
9212,Eroshenko68,2.33,27,55.56,431.48,0.69,35.48
9213,Erpinossa,-2.0,11,54.55,-909.09,,85.71
9214,Erreve32,-0.78,19,15.79,-205.26,0.0,0.0
9215,errikos1997,-0.67,6,66.67,-491.67,2.0,66.67
9216,errjjo,-1.47,18,83.33,-408.33,4.0,33.33
9217,Errol-s-T,0.43,22,54.55,97.73,0.5,20.0
9218,Erroneous70,2.24,406,37.72,27.59,0.88,30.09
9219,error code 4,-1.36,92,46.74,-73.91,2.36,47.27
9220,erroresistem,-0.02,1,0.0,-100.0,0.0,0.0
9221,ErSaZu,0.56,62,12.9,45.16,,50.0
9222,Erschrecker23,-1.58,25,52.0,-316.0,2.67,42.11
9223,ErStar187,-1.35,12,36.36,-562.5,2.0,57.14
9224,ERVA007,2.56,110,31.48,116.36,1.78,45.71
9225,ERVIRO98,-0.79,168,50.6,-23.51,1.79,51.69
9226,ERVIRONG,-0.07,50,56.0,-7.0,2.71,54.29
9227,ErwinZoltan,-34.62,600,88.8,-288.5,0.92,36.95
9228,Eryk.c333,1.64,7,85.71,1171.43,3.0,50.0
9229,Eryoz,1.72,27,70.37,318.52,1.83,39.29
9230,Es*Jai*En*Ce,-1.95,7,85.71,-1392.86,0.6,25.0
9231,es2703,-0.68,8,75.0,-425.0,1.33,40.0
9232,escape91,2.94,178,11.8,82.58,2.09,54.76
9233,esch777,-20.98,6979,24.11,-15.03,2.53,49.17
9234,Eschadegg,-1.33,22,59.09,-302.27,1.33,38.1
9235,eschek1,0.99,177,54.8,27.97,0.56,25.0
9236,Eschn0705,-0.06,7,57.14,-42.86,0.67,40.0
9237,ESCJack,1.42,36,40.0,197.22,1.0,45.0
9238,Escobarber26,-1.6,47,63.83,-170.21,1.71,33.33
9239,Escogido70,-0.01,1,0.0,-50.0,0.0,0.0
9240,EscotMe2,-1.2,192,29.63,-31.25,1.5,43.37
9241,Escuridao97,-0.53,91,54.44,-29.12,1.45,43.24
9242,Esdevee,-1.5,147,41.38,-51.02,0.96,27.59
9243,esdrasher340,-2.75,40,57.5,-343.75,,59.26
9244,Esenin-16,0.02,4,25.0,25.0,,100.0
9245,Esepek,-4.46,48,41.67,-464.58,1.5,41.67
9246,eshley 16,-0.29,4,50.0,-362.5,0.0,0.0
9247,Eskiya3120,-1.99,20,55.0,-497.5,10.0,62.5
9248,Eslyp88,3.44,25,72.0,688.0,13.0,83.87
9249,esnooM,-1.0,28,39.29,-178.57,4.5,69.23
9250,ESO1977,-7.11,281,70.61,-126.51,1.74,48.8
9251,esousa99,-0.02,10,50.0,-10.0,5.0,62.5
9252,espadondeter,-1.02,13,23.08,-392.31,,50.0
9253,Essen Ralf 9,-0.99,11,36.36,-450.0,0.67,25.0
9254,Esser37,-4.94,44,86.36,-561.36,1.2,40.91
9255,EssexBadger,-1.1,365,23.9,-15.07,1.61,44.96
9256,esson450,-0.7,8,50.0,-437.5,0.0,0.0
9257,EstebanFavole,1.24,18,22.22,344.44,2.0,66.67
9258,estebansegarra,-1.62,32,68.75,-253.12,1.6,42.11
9259,estel20,1.0,26,42.31,192.31,1.2,35.29
9260,Esteleto,-7.54,2983,23.12,-12.64,1.7,41.42
9261,estella1932,0.07,5,20.0,70.0,,100.0
9262,estenought,-0.06,17,41.18,-17.65,,42.86
9263,ester549,-0.01,29,44.83,-1.72,0.13,5.56
9264,estevamzuffi,-0.24,8,25.0,-150.0,1.0,50.0
9265,Estofados1985,-2.3,47,71.74,-244.68,2.6,38.24
9266,estutsoweh,-2.49,34,50.0,-366.18,1.62,48.15
9267,esvalido09,-8.01,3112,54.0,-12.87,1.72,41.09
9268,EternalStruggle,-0.26,11,50.0,-118.18,,66.67
9269,Eternitypoker,-0.36,39,23.68,-46.15,7.0,70.0
9270,etezuh1999,-0.71,25,72.0,-142.0,4.25,58.62
9271,ethalls,0.67,17,64.71,197.06,1.0,31.25
9272,ethan bartram,-0.35,4,50.0,-437.5,0.0,0.0
9273,ethan12l,0.11,264,41.98,2.08,3.58,53.54
9274,Ethansundar,1.12,13,61.54,430.77,1.67,38.46
9275,Ethanwhiting0,-2.03,2,50.0,-5075.0,0.0,0.0
9276,ether899,-0.12,37,37.84,-16.22,5.33,76.19
9277,Etheus811,0.34,43,67.44,39.53,2.0,56.67
9278,ethicco,-0.51,5,80.0,-510.0,,100.0
9279,etienne16671,-3.62,781,30.63,-23.18,1.25,37.01
9280,Eto_The_Vanik,-1.95,216,41.4,-45.14,2.0,32.69
9281,EttyG7,-1.27,34,54.55,-186.76,0.88,30.43
9282,Eu_bielzinhoo,-0.8,29,72.41,-137.93,2.2,44.0
9283,eu_daniel_77,-1.63,11,45.45,-740.91,1.5,37.5
9284,eu_te_cravo,-0.03,8,0.0,-18.75,0.0,0.0
9285,eua17135,-0.4,8,50.0,-250.0,0.0,0.0
9286,euamoela,-2.47,55,36.36,-224.55,2.33,41.18
9287,eudavimarinho,0.02,23,34.78,4.35,2.5,38.46
9288,EueoRaul,2.11,14,53.85,753.57,3.0,69.23
9289,EuEraUmBebado,-11.86,1622,24.06,-36.56,3.22,50.71
9290,eugen1900,-1.83,19,52.63,-481.58,0.57,25.0
9291,Eugen_Cu,-0.01,8,50.0,-6.25,6.0,66.67
9292,Eugene1402,-2.72,139,47.48,-97.84,3.14,47.31
9293,eugenevak,-2.65,246,40.57,-53.86,2.46,46.31
9294,eugenkrat,0.45,12,50.0,187.5,,88.89
9295,Eumeline13,-1.48,140,13.67,-52.86,0.43,13.64
9296,Euphominion_42,-2.87,60,33.33,-239.17,3.0,55.26
9297,euphoria.hereee,-3.56,499,56.05,-35.67,2.02,47.67
9298,eupphoria,-4.2,559,45.5,-37.57,1.44,37.75
9299,euroauge51,0.07,12,41.67,29.17,7.0,87.5
9300,europasteaua,0.46,10,50.0,230.0,0.5,25.0
9301,European1000,-14.41,3017,32.14,-23.88,2.04,41.33
9302,EUROS 1111,-1.6,7,71.43,-1142.86,1.0,40.0
9303,eusebiup,3.52,87,67.82,202.3,3.05,54.7
9304,eustaquio0,-3.81,73,54.79,-260.96,1.04,39.06
9305,euwo,-0.9,48,25.0,-93.75,,61.11
9306,ev_march,-3.13,5,80.0,-3130.0,0.67,33.33
9307,eva8000,1.49,32,50.0,232.81,0.89,36.36
9308,evaai,-0.04,2,50.0,-100.0,0.0,0.0
9309,evakky77,-0.23,2,50.0,-575.0,0.0,0.0
9310,Evaldas Sim,1.19,63,58.06,94.44,2.0,43.33
9311,EvaLeK,-1.13,101,69.0,-48.02,1.85,46.3
9312,evan5dale,-1.82,867,19.47,-10.5,2.39,46.26
9313,evanation SU,-3.13,131,23.66,-119.47,2.18,47.06
9314,EvanBot,-2.4,38,36.84,-315.79,3.5,65.63
9315,evandci,-0.21,14,50.0,-75.0,7.0,58.33
9316,EvandoLara,-1.15,5,100.0,-1150.0,0.0,0.0
9317,EvangelosMah,0.1,7,28.57,71.43,,66.67
9318,EvanLam,-1.41,466,40.22,-15.13,3.32,54.61
9319,evans1715,-0.28,9,88.89,-155.56,0.75,30.0
9320,evansem,0.18,3,66.67,300.0,,50.0
9321,evealz,1.1,147,38.62,37.41,3.33,44.78
9322,eventualism,0.01,2,50.0,25.0,0.0,0.0
9323,Everestgum,6.23,2068,22.92,15.06,2.31,42.66
9324,Evermore zzz,5.96,109,32.41,273.39,1.93,51.92
9325,Everrr7,-2.0,26,73.08,-384.62,0.67,22.22
9326,Everthebetterer,-0.02,18,38.89,-5.56,1.5,30.0
9327,evertonhg,-3.21,85,29.41,-188.82,2.0,55.56
9328,EvertonKKKK,1.15,19,52.63,302.63,,66.67
9329,EVERTOX,4.17,556,57.5,37.5,2.05,48.58
9330,Evgaid,-2.03,79,73.42,-128.48,2.0,43.96
9331,Evgecha554,-0.52,268,41.73,-9.7,1.0,30.34
9332,evgeha064,-3.76,83,63.86,-226.51,2.08,38.03
9333,Evgen.bobi,0.55,2,50.0,1375.0,,100.0
9334,Evgen.smitter,-1.38,13,50.0,-530.77,0.0,0.0
9335,evgen120987,-3.11,138,40.15,-112.68,3.79,63.1
9336,Evgen1788,0.06,24,58.33,12.5,0.57,27.59
9337,Evgen2189688,-18.54,428,74.24,-216.59,1.73,46.77
9338,Evgen3475,-1.11,28,53.57,-198.21,5.0,65.22
9339,Evgen672,-4.13,289,45.33,-71.45,0.77,26.71
9340,evgen8315,-5.19,49,83.33,-529.59,1.09,30.0
9341,evgen888333,-0.68,30,76.67,-113.33,2.4,58.54
9342,Evgen_elvis,-20.13,57,63.16,-1765.79,2.26,64.81
9343,evgenhh6p,1.11,1274,35.17,4.36,1.51,40.85
9344,EVGENI 37RUS,-1.28,67,65.15,-95.52,2.22,38.46
9345,evgenia V,-1.14,104,21.15,-54.81,3.5,56.0
9346,Evgenii S30,-11.93,745,40.3,-80.07,0.45,16.48
9347,Evgenii444,-11.11,345,34.5,-161.01,0.59,22.89
9348,Evgenii83735,1.06,156,77.42,33.97,1.53,42.62
9349,EvgeniiErmak,-3.29,30,33.33,-548.33,0.5,15.38
9350,Evgenij247,-1.75,17,52.94,-514.71,2.0,66.67
9351,evgenijalex,0.74,272,39.63,13.6,3.17,54.29
9352,Evgeniy Anat,-1.42,4,25.0,-1775.0,,100.0
9353,Evgeniy Korenev,-2.06,233,31.03,-44.21,1.75,40.23
9354,Evgeniya852,-0.8,7,85.71,-571.43,2.33,50.0
9355,Evgeniypro27,0.0,1,0.0,0.0,0.0,0.0
9356,evgeniys50,1.27,1341,18.81,4.74,1.95,44.11
9357,EvgeniyVisus,17.65,15391,13.9,5.73,4.5,42.65
9358,EvgenLS,-1.22,167,46.39,-36.53,4.5,74.48
9359,evgenlyk2212,-0.82,146,30.34,-28.08,2.5,58.33
9360,EvgenShadura,12.4,2422,22.23,25.6,1.5,37.45
9361,Evgeny K28,-0.02,2,0.0,-50.0,0.0,0.0
9362,Evgeny010,-5.03,127,42.52,-198.03,1.61,47.37
9363,Evgeny180385,-3.35,37,72.97,-452.7,0.56,27.27
9364,evgeny22071983,-0.65,66,50.0,-49.24,0.79,29.41
9365,evgeny60,-2.59,26,50.0,-498.08,3.5,46.67
9366,Evi kritikou,-1.02,25,48.0,-204.0,0.67,13.33
9367,evi9,-0.55,29,58.62,-94.83,2.8,53.85
9368,eviece_108,-2.32,49,26.53,-236.73,0.0,0.0
9369,evijunior,-0.88,16,46.67,-275.0,,57.14
9370,Evil Dwarf 2,-0.75,336,37.5,-11.16,1.03,32.79
9371,Evil Panda22222,-31.85,3913,42.7,-40.7,2.17,47.56
9372,evil547,-5.46,5979,9.88,-4.57,1.51,33.55
9373,EvilBhoy,2.09,414,14.11,25.24,1.2,32.88
9374,evile1731,-0.41,86,56.98,-23.84,0.38,12.7
9375,EvilFinder77,-0.91,42,23.81,-108.33,1.0,36.84
9376,Evilflan,5.47,192,28.42,142.45,2.41,55.41
9377,Evili80,-0.11,19,21.05,-28.95,,25.0
9378,EvilKain777,-12.02,4263,41.91,-14.1,2.05,42.9
9379,EvilMorty_c_132,-0.14,10,70.0,-70.0,0.75,25.0
9380,evilpiggehz,-0.08,8,25.0,-50.0,0.0,0.0
9381,Evilreraise,-0.44,22,18.18,-100.0,0.4,22.22
9382,evin83,-0.04,23,26.09,-8.7,,50.0
9383,evinryan,-1.8,27,29.63,-333.33,0.43,25.0
9384,evle_1987_,-2.1,528,27.59,-19.89,2.21,48.28
9385,evonipapa,2.18,7,71.43,1557.14,7.0,77.78
9386,Evotec1984,-0.8,5,80.0,-800.0,1.5,50.0
9387,evox005,-1.83,82,82.93,-111.59,2.85,56.44
9388,Evrei322,-1.18,16,43.75,-368.75,9.0,75.0
9389,evreishen,-5.05,232,72.29,-108.84,1.81,44.53
9390,evromak,-3.05,968,16.77,-15.75,0.24,10.86
9391,Evs.141,3.8,98,69.39,193.88,1.1,36.36
9392,evseg67,-7.94,174,68.6,-228.16,1.57,47.06
9393,evsjukov,-2.22,13,23.08,-853.85,3.0,50.0
9394,ewanjones11,-1.0,4,100.0,-1250.0,0.0,0.0
9395,ewfl001,-10.13,126,65.6,-401.98,3.84,72.56
9396,Ewgen122,-1.14,46,36.96,-123.91,1.0,34.48
9397,EwgenSID,-0.34,177,37.85,-9.6,1.0,28.13
9398,Ewgeny159,1.47,62,56.45,118.55,2.56,54.76
9399,ewi54,0.37,66,30.3,28.03,0.78,22.58
9400,ewx.,-0.04,2,50.0,-100.0,0.0,0.0
9401,ex3me.dk,-1.0,54,24.07,-92.59,1.0,30.77
9402,Ex4Npl3,3.1,198,37.76,78.28,1.11,33.7
9403,Exactly88,0.43,8,50.0,268.75,0.5,28.57
9404,Exasperated,-1.48,50,61.22,-148.0,1.8,50.0
9405,Exbex,-3.14,89,30.34,-176.4,1.89,45.95
9406,eXc3pti0n,-0.71,21,38.1,-169.05,4.0,57.14
9407,exceltic,5.22,258,19.38,101.16,1.5,41.54
9408,exclusive580,0.66,40,27.5,82.5,1.0,36.36
9409,execution007,3.34,181,48.33,92.27,1.5,29.7
9410,eXenT_89,-1.51,112,22.32,-67.41,2.0,50.0
9411,Exexe-1,-0.37,228,46.9,-8.11,2.56,47.06
9412,ExhileRocks,0.71,45,37.78,78.89,4.5,58.06
9413,ExlaiderCl,-1.55,131,47.29,-59.16,3.33,60.87
9414,Exorzon,1.28,84,31.33,76.19,1.58,45.24
9415,ExpectNothing,-0.95,106,39.62,-44.81,1.73,42.22
9416,exploiter167,-2.0,38,27.03,-263.16,0.67,20.0
9417,expolet,-1.6,16,18.75,-500.0,0.67,33.33
9418,exqu1s1teBlade,-0.44,3,66.67,-733.33,0.5,20.0
9419,eXsive91,-1.16,58,60.34,-100.0,0.59,27.08
9420,extazii12,2.04,44,60.47,231.82,2.0,50.0
9421,EXTEMA90,-0.92,10,50.0,-460.0,0.2,9.09
9422,Exterminat8r,0.15,8,75.0,93.75,,40.0
9423,eXtreeMal,-2.47,127,44.88,-97.24,3.36,47.44
9424,eXtrini,-2.0,13,92.31,-769.23,7.0,70.0
9425,ExXoN9292,-0.8,15,53.33,-266.67,2.33,46.67
9426,Eye Five,0.05,688,19.59,0.36,1.62,31.25
9427,eyeswide27320,2.45,1302,30.79,9.41,1.95,48.96
9428,eysispeisi,-6.46,99,39.39,-326.26,2.0,54.24
9429,eyw04,0.73,118,27.35,30.93,0.83,26.32
9430,EZAces888,-1.49,35,60.0,-212.86,5.5,68.75
9431,EZCOMEZGO123,0.72,58,29.31,62.07,1.67,41.67
9432,ezcroto,-3.07,94,47.87,-163.3,3.0,51.43
9433,ezemakul1988,-1.98,5,60.0,-1980.0,0.0,0.0
9434,ezemj,0.01,7,28.57,7.14,,100.0
9435,ezequiel.dls.16,-1.16,7,57.14,-828.57,,100.0
9436,Ezequiel1094,5.01,705,31.25,35.53,1.4,41.45
9437,ezequiel1760,-1.05,23,43.48,-228.26,,50.0
9438,EzFisch,7.52,381,74.33,98.69,1.9,44.3
9439,ezik_sj,-5.45,115,37.39,-236.96,1.92,44.64
9440,ezinyaeva,-4.32,272,74.63,-79.41,1.02,26.79
9441,ezoob98,-4.43,968,18.3,-22.88,1.35,39.72
9442,ezuss78,-0.7,43,48.84,-81.4,1.0,30.43
9443,ezy_Mac0907,0.02,14,78.57,7.14,2.67,53.33
9444,eZZy_Q,1.59,43,46.51,184.88,2.75,52.38
9445,F for Frizz,-2.34,43,41.86,-272.09,4.5,60.0
9446,F. Arcain,0.1,15,33.33,33.33,1.0,16.67
9447,F.A.N.Pessoa,-0.57,38,50.0,-75.0,4.25,65.38
9448,F.D.13121995,-0.2,77,40.26,-12.99,1.0,37.7
9449,F.Diz,0.12,74,52.7,8.11,2.64,50.0
9450,F.Granha,0.6,137,20.44,21.9,3.44,60.78
9451,f.s.k 85,3.22,16,68.75,1006.25,,66.67
9452,f.severo572,0.1,50,22.45,10.0,4.5,56.25
9453,f0rmula50,-0.12,64,41.27,-9.37,1.29,42.86
9454,f0x551,-0.9,5,40.0,-900.0,4.0,66.67
9455,f0x6,-2.0,19,10.53,-526.32,1.0,50.0
9456,f13091959f,0.99,205,29.9,24.15,1.03,38.46
9457,F19031990H,-0.26,7,71.43,-185.71,1.5,42.86
9458,F1neko,-2.87,124,63.41,-115.73,1.8,36.73
9459,f1orte,-0.48,86,12.79,-27.91,,44.44
9460,f1shroot,-1.5,233,42.06,-32.19,3.17,51.7
9461,F1uS1312,-2.05,42,38.1,-244.05,3.5,56.0
9462,f3to,-0.03,64,34.38,-2.34,2.8,53.85
9463,F432HD,2.02,62,52.46,162.9,0.75,27.27
9464,f450gp,0.04,7,28.57,28.57,,100.0
9465,F4LLUH,-4.57,57,50.88,-400.88,2.2,40.74
9466,F4zinh0,-0.8,6,50.0,-666.67,1.0,40.0
9467,F@ntomi4,-2.45,39,28.21,-314.1,3.0,56.25
9468,f_homrich,-0.13,9,22.22,-72.22,0.0,0.0
9469,F_€ngelke,-0.81,10,60.0,-405.0,0.43,21.43
9470,FAACOPI,2.66,239,25.52,55.65,1.17,36.84
9471,Fab.Reis,-0.93,72,35.21,-64.58,2.3,60.53
9472,Fab_v8,-0.09,59,49.15,-7.63,1.89,44.74
9473,fabel0712,-1.99,151,54.3,-65.89,3.39,58.21
9474,Fabi835,-1.98,21,55.0,-471.43,4.0,72.73
9475,FABI8615,0.94,16,75.0,293.75,3.67,64.71
9476,Fabian0248,-1.12,86,63.95,-65.12,1.1,39.53
9477,fabiana aqui,-0.8,5,40.0,-800.0,0.0,0.0
9478,fabianni21,0.2,73,50.68,13.7,4.2,50.0
9479,fabiano927,0.01,6,33.33,8.33,1.0,40.0
9480,Fabien715,-1.49,10,60.0,-745.0,0.2,11.11
9481,fabiii24,-0.86,29,72.41,-148.28,3.0,40.91
9482,fabim5350,0.15,96,36.84,7.81,0.38,25.0
9483,fabinho401,-0.63,2,0.0,-1575.0,,100.0
9484,fabinho542,1.3,67,22.73,97.01,2.2,44.0
9485,Fabio Fonts,0.05,9,44.44,27.78,,60.0
9486,FABIO IBERO,-1.17,20,30.0,-292.5,0.2,11.11
9487,Fabio28cupra,-0.31,1,100.0,-1550.0,0.0,0.0
9488,fabio_monter,-1.02,15,60.0,-340.0,0.86,40.0
9489,fabiocsirj,-2.82,41,65.85,-343.9,2.86,54.05
9490,fabiofreu,1.68,11,81.82,763.64,1.75,53.85
9491,Fabiogrss,-29.04,1843,58.68,-78.78,0.74,28.14
9492,fabioguerra2,0.91,85,53.01,53.53,1.62,48.75
9493,fabiojosebolini,-1.56,1289,35.92,-6.05,1.94,47.65
9494,Fabiokoji2013,-0.14,12,8.33,-58.33,0.0,0.0
9495,fabionogueira15,-1.86,31,41.94,-300.0,2.4,60.0
9496,fabiorezend,-4.28,58,41.38,-368.97,0.67,28.57
9497,fabioxaxinho,-0.86,1160,19.41,-3.71,2.95,47.1
9498,fabioXprime,0.82,26,46.15,157.69,1.22,47.83
9499,fabito63,-1.05,30,33.33,-175.0,0.8,33.33
9500,fabrice.bis,-0.2,105,77.88,-9.52,2.0,42.99
9501,Fabrice55,2.13,19,47.37,560.53,1.17,46.67
9502,Fabricio5COE,-0.04,298,34.68,-0.67,1.3,31.85
9503,Fabriciorangh,-9.73,435,64.9,-111.84,0.49,20.61
9504,fabricsm10,-5.09,1044,14.26,-24.38,0.93,31.63
9505,fabyjan,-0.74,38,68.42,-97.37,2.0,40.0
9506,FACCHETADE$,-2.29,1643,30.25,-6.97,1.41,30.04
9507,Facchi-stars,-0.01,1,0.0,-50.0,0.0,0.0
9508,FaccoLC,-2.24,156,50.0,-71.79,2.22,51.72
9509,face318,-9.8,284,88.65,-172.54,0.53,25.75
9510,facectrl91,-2.17,66,27.69,-164.39,2.0,50.0
9511,Facemask517,-2.17,43,69.05,-252.33,1.36,33.33
9512,facki.77,0.34,8,25.0,212.5,1.0,50.0
9513,Fackz05,3.66,320,24.69,57.19,6.82,64.1
9514,factis71,15.5,6979,20.16,11.1,1.57,42.53
9515,Factor4efect,-2.0,9,44.44,-1111.11,0.0,0.0
9516,FACTSAR,2.76,195,29.02,70.77,1.77,48.75
9517,Facu Rojas5,-1.58,33,36.36,-239.39,3.0,50.0
9518,facu.ghelfi,0.27,32,32.26,42.19,4.0,42.11
9519,fadasensivel,-9.81,244,51.23,-201.02,2.61,48.21
9520,faddei93,7.67,4088,29.6,9.38,1.53,36.62
9521,faelfox,-1.43,54,25.93,-132.41,5.5,55.0
9522,faelgonsa680,-0.23,1,100.0,-1150.0,,100.0
9523,Faerun92,8.36,450,42.57,92.89,1.64,48.67
9524,fafilulo,-0.81,943,12.66,-4.29,1.87,33.73
9525,faggot vova,-0.02,1752,22.31,-0.06,2.79,55.76
9526,fagotik,-3.59,385,14.62,-46.62,3.37,41.54
9527,FaiaDV,-0.49,24,54.17,-102.08,5.0,58.82
9528,faier faier,1.79,387,20.83,23.13,1.26,34.21
9529,faifer1,-1.0,10,20.0,-500.0,0.0,0.0
9530,Faify1982,-0.08,5,60.0,-80.0,0.5,28.57
9531,faigti111,0.4,19,21.05,105.26,3.0,42.86
